episode,step,total_reward,r_progress,r_heading,r_lane,r_wall_soft,r_wall_danger,r_speed_wall,r_time_penalty,r_checkpoint,min_lidar_m,wp_index,x,y,speed_mps,steer_rad
1,100,19.039,0.002,0.144,0.084,0.0,0.0,0.0,-0.05,0.0,1.24,0,0.097,0.01,-0.94,0.539
1,200,28.911,-0.008,0.142,0.081,0.0,0.0,0.0,-0.05,0.0,1.239,0,0.114,0.011,-1.0,0.559
1,300,37.918,-0.053,0.141,0.078,0.0,0.0,0.0,-0.05,0.0,1.237,0,0.124,0.013,-1.0,0.339
1,400,45.826,-0.021,0.141,0.082,0.0,0.0,0.0,-0.05,0.0,1.241,0,0.123,0.009,-1.0,0.439
1,500,55.442,-0.036,0.141,0.076,0.0,0.0,0.0,-0.05,0.0,1.235,0,0.141,0.015,-1.0,0.136
1,600,63.722,-0.021,0.141,0.073,0.0,0.0,0.0,-0.05,0.0,1.233,0,0.15,0.017,0.785,0.6
1,700,70.424,0.01,0.142,0.079,0.0,0.0,0.0,-0.05,0.0,1.238,0,0.14,0.012,-0.909,0.555
1,800,78.223,0.015,0.141,0.081,0.0,0.0,0.0,-0.05,0.0,1.239,0,0.139,0.011,-1.0,0.473
1,900,86.401,0.012,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.136,0.005,-1.0,0.311
1,1000,94.494,0.056,0.142,0.089,0.0,0.0,0.0,-0.05,0.0,1.247,0,0.131,0.003,1.432,0.294
1,1100,103.796,-0.003,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.137,0.005,-1.0,-0.15
1,1200,113.613,0.011,0.141,0.081,0.0,0.0,0.0,-0.05,0.0,1.241,0,0.15,0.009,-1.0,0.029
1,1300,122.377,0.0,0.141,0.079,0.0,0.0,0.0,-0.05,0.0,1.238,0,0.157,0.012,3.0,0.156
1,1400,130.235,-0.003,0.141,0.08,0.0,0.0,0.0,-0.05,0.0,1.239,0,0.157,0.011,0.552,0.442
1,1500,138.088,-0.002,0.141,0.082,0.0,0.0,0.0,-0.05,0.0,1.241,0,0.154,0.009,-0.943,0.411
1,1600,146.455,-0.012,0.14,0.083,0.0,0.0,0.0,-0.05,0.0,1.243,0,0.155,0.008,-1.0,0.311
1,1700,153.946,0.0,0.142,0.088,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.145,0.004,-1.0,0.411
1,1800,163.24,-0.004,0.141,0.088,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.149,0.004,-1.0,0.235
1,1900,172.771,-0.003,0.141,0.087,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.155,0.005,-1.0,0.111
1,2000,181.175,-0.003,0.142,0.089,0.0,0.0,0.0,-0.05,0.0,1.247,0,0.153,0.003,-1.0,0.15
1,2100,180.209,0.0,0.147,0.08,0.0,0.0,0.0,-0.05,0.0,1.233,0,0.066,-0.017,3.0,0.15
1,2200,196.244,-0.007,0.142,0.091,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.138,-0.001,3.0,0.15
1,2300,206.337,-0.01,0.142,0.092,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.147,-0.001,-1.0,0.7
1,2400,216.131,-0.001,0.141,0.091,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.155,-0.0,0.46,-0.036
1,2500,225.888,-0.007,0.141,0.091,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.162,0.0,-1.0,0.277
1,2600,235.046,0.012,0.142,0.092,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.163,0.0,0.016,-0.11
1,2700,245.752,0.062,0.142,0.086,0.0,0.0,0.0,-0.05,0.0,1.244,0,0.183,0.006,0.801,0.508
1,2800,254.055,-0.045,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.181,0.005,-1.0,0.224
1,2900,262.357,0.02,0.141,0.089,0.0,0.0,0.0,-0.05,0.0,1.247,0,0.176,0.003,3.0,0.393
1,3000,270.379,-0.044,0.142,0.09,0.0,0.0,0.0,-0.05,0.0,1.248,0,0.166,-0.002,3.0,0.455
1,3100,280.28,0.001,0.142,0.092,0.0,0.0,0.0,-0.05,0.0,1.25,0,0.175,-0.0,1.036,0.449
1,3200,288.146,0.0,0.142,0.088,0.0,0.0,0.0,-0.05,0.0,1.245,0,0.164,-0.005,3.0,0.309
1,3300,298.305,0.068,0.141,0.09,0.0,0.0,0.0,-0.05,0.0,1.249,0,0.177,-0.001,-1.0,0.265
1,3400,307.31,0.0,0.142,0.088,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.177,-0.004,3.0,0.7
1,3500,317.237,0.062,0.141,0.09,0.0,0.0,0.0,-0.05,0.0,1.248,0,0.189,-0.002,-1.0,0.111
1,3600,328.125,0.132,0.141,0.086,0.0,0.0,0.0,-0.05,0.0,1.246,0,0.209,0.004,-1.0,0.098
1,3700,337.666,-0.004,0.141,0.083,0.0,0.0,0.0,-0.05,0.0,1.242,0,0.22,0.008,3.0,0.249
1,3800,346.37,-0.01,0.141,0.081,0.0,0.0,0.0,-0.05,0.0,1.24,0,0.226,0.01,-1.0,0.196
1,3900,355.757,-0.01,0.141,0.076,0.0,0.0,0.0,-0.05,0.0,1.235,0,0.241,0.015,2.44,0.35
1,4000,363.053,0.014,0.141,0.078,0.0,0.0,0.0,-0.05,0.0,1.237,0,0.238,0.013,3.0,-0.155
